consommation,previsionJ
68050,67250
68061,67300
68260,67800
68458,68300
69461,69200
70465,70100
71415,71150
72366,72200
74323,74100
76279,76000
77657,77400
79034,78800
80679,80400
82323,82000
83317,83150
84311,84300
84738,84500
85164,84700
85477,85000
85790,85300
85644,84750
85498,84200
85289,84000
85081,83800
85143,84150
85206,84500
85132,84300
85059,84100
84870,83850
84682,83600
84756,83800
84830,84000
84739,83750
84647,83500
84358,83800
84068,84100
83236,82500
82404,80900
81621,80200
80838,79500
80027,78600
79217,77700
78451,77050
77686,76400
77288,76100
76889,75800
76494,75250
76099,74700
75866,74750
75632,74800
75687,75200
75743,75600
76192,76550
76641,77500
78100,79350
79559,81200
80943,82300
82327,83400
83205,84250
84083,85100
83817,84400
83550,83700
82679,82700
81808,81700
80856,80550
79905,79400
78800,78350
77695,77300
76815,76300
75935,75300
75050,74450
74165,73600
74278,73850
74391,74100
75177,75200
75963,76300
75555,75900
75148,75500
75037,74950
74926,74400
74171,73450
73416,72500
72408,71600
71400,70700
71758,71500
72116,72300
72032,72250
71949,72200
71723,71450
71497,70700
70740,70050
69983,69400
69472,68950
68961,68500
68622,68100
68283,67700
68299,67800
68315,67900
68541,68400
68766,68900
69748,69600
70729,70300
71528,71400
72327,72500
74066,74050
75806,75600
77227,77050
78648,78500
80051,79850
81454,81200
82475,82200
83496,83200
84168,83750
84839,84300
84952,84000
85064,83700
85112,83800
85159,83900
85321,84250
85482,84600
85531,84650
85580,84700
85434,84550
85288,84400
85285,84400
85281,84400
85507,84650
85732,84900
85683,84600
85634,84300
85493,84800
85352,85300
84494,83750
83635,82200
83000,81700
82364,81200
81580,80400
80796,79600
80097,78950
79398,78300
78870,77800
78343,77300
78015,76850
77688,76400
77539,76200
77390,76000
77320,76200
77249,76400
77700,77100
78152,77800
79532,79250
80912,80700
82257,81950
83602,83200
84554,84100
85506,85000
85121,84350
84736,83700
83794,82810
82852,81920
81722,80675
80592,79430
79458,78320
78324,77210
77382,76270
76440,75330
75632,74560
74824,73790
74741,74225
74658,74660
75513,75560
76368,76460
75849,76120
75331,75780
75139,75185
74947,73900
74395,73150
73842,72400
72773,71500
71703,70600
72018,71300
72334,72000
72263,71950
72193,71900
72015,71350
71838,70800
70973,69900
70108,69000
69678,68600
69248,68200
68863,67800
68479,67400
68332,67250
68185,67100
68319,67400
68452,67700
69429,68600
70406,69500
71330,70600
72253,71700
73918,73300
75582,74900
77049,76350
78516,77800
79993,79200
81470,80600
82530,81600
83589,82600
83819,82950
84049,83300
84431,83500
84812,83700
84928,83800
85044,83900
85074,83950
85105,84000
84880,83650
84656,83300
84390,83000
84124,82700
84133,82650
84143,82600
84265,82700
84387,82800
84237,82600
84087,82400
83893,82700
83700,83000
82979,81750
82257,80500
81510,79800
80762,79100
80079,78300
79395,77500
78588,76650
77781,75800
77390,75250
76999,74700
76599,74250
76198,73800
75987,73850
75776,73900
75757,74100
75737,74300
76133,75100
76529,75900
77879,77550
79230,79200
80588,80450
81945,81700
82788,82400
83630,83100
83321,82450
83013,81800
81968,80800
80923,79800
79675,78850
78426,77900
77322,76700
76217,75500
75396,74550
74575,73600
73668,72700
72760,71800
72723,72050
72687,72300
73393,73250
74099,74200
73621,73900
73143,73600
72914,72950
72684,71700
72033,70950
71382,70200
70290,69550
69198,68900
69484,69150
69770,69400
69520,69000
69269,68600
69030,68250
68792,67900
67964,67050
67137,66200
66715,65800
66292,65400
65883,65150
65474,64900
65373,64650
65272,64400
65367,64850
65461,65300
66403,66050
67344,66800
68257,67800
69171,68800
70870,70550
72570,72300
73907,73750
75244,75200
76977,76850
78711,78500
79633,79450
80556,80400
80869,80650
81183,80900
81559,81250
81935,81600
82166,81850
82398,82100
82309,81900
82219,81700
81963,81350
81707,81000
81443,80650
81180,80300
81114,80250
81048,80200
81156,80400
81265,80600
81123,80100
80980,79600
80799,80200
80617,80800
79780,79050
78943,77300
78145,76700
77347,76100
76581,75550
75815,75000
75144,74050
74473,73100
73980,72550
73488,72000
73038,71700
72588,71400
72369,71050
72150,70700
72054,71100
71958,71500
72390,72350
72822,73200
74138,74850
75454,76500
76765,77400
78077,78300
78663,78950
79249,79600
78889,79050
78529,78500
77854,77850
77179,77200
76214,75950
75249,74700
74185,73950
73120,73200
72350,72500
71580,71800
70778,71150
69977,70500
69965,70750
69952,71000
70674,72000
71395,73000
70973,72950
70551,72900
70320,71950
70089,69100
69405,68150
68722,67200
67505,66300
66289,65400
66241,65450
66193,65500
65843,65000
65492,64500
65244,64100
64995,63700
64152,62850
63310,62000
62795,61400
62279,60800
61772,60400
61264,60000
60999,59700
60734,59400
60635,59450
60536,59500
60895,59800
61253,60100
61572,60350
61891,60600
62530,61300
63169,62000
63544,62400
63920,62800
64617,63600
65314,64400
65942,65050
66570,65700
67033,66250
67496,66800
68038,67400
68579,68000
69235,68500
69890,69000
70285,69350
70681,69700
70732,69700
70784,69700
70869,69750
70955,69800
71142,69900
71329,70000
71612,70750
71895,71500
72277,71150
72659,70800
72814,71750
72969,72700
71960,70850
70951,69000
70130,68250
69309,67500
68489,66700
67670,65900
66991,65350
66312,64800
66077,64400
65841,64000
65456,63650
65071,63300
64843,63200
64614,63100
64730,63100
64846,63100
65274,63600
65703,64100
66779,65650
67855,67200
69104,68250
70353,69300
71176,69900
71999,70500
71892,70200
71785,69900
71208,69050
70631,68200
69761,67250
68890,66300
68111,65350
67331,64400
66702,63750
66072,63100
65436,62300
64800,61500
64940,62300
65080,63100
65999,64300
66917,65500
66635,65500
66352,65500
66161,65000
65971,65400
65260,64150
64549,62900
63459,62250
62369,61600
62326,61850
62282,62100
61998,61750
61715,61400
61352,60650
60989,59900
60071,58950
59153,58000
58512,57450
57871,56900
57333,56450
56794,56000
56541,55750
56288,55500
56091,55250
55895,55000
56107,55400
56320,55800
56419,55900
56517,56000
56923,56450
57328,56900
57543,57150
57759,57400
58277,57850
58795,58300
59124,58700
59453,59100
59808,59550
60164,60000
60864,60650
61564,61300
62331,62100
63097,62900
63704,63400
64311,63900
64560,64300
64810,64700
64969,64700
65128,64700
65332,64850
65535,65000
65774,65800
66013,66600
66497,66200
66981,65800
66912,66650
66842,67500
65699,66650
64557,65800
63495,63650
62433,61500
61633,60700
60833,59900
60073,59200
59314,58500
58905,58200
58496,57900
58095,57550
57693,57200
57582,57250
57472,57300
57595,57550
57719,57800
58448,58550
59177,59300
60672,61050
62166,62800
64046,64450
65926,66100
67182,67200
68439,68300
68848,68400
69256,68500
68937,67900
68619,67300
67859,66600
67099,65900
66528,65200
65958,64500
65362,63750
64767,63000
64059,62300
63351,61600
63419,62000
63488,62400
64369,63700
65249,65000
65001,65000
64753,65000
64687,64500
64621,63600
64079,62850
63537,62100
62497,61200
61458,60300
61545,60800
61632,61300
61572,61250
61512,61200
61406,60500
61300,59800
60488,59150
59676,58500
59281,58000
58885,57500
58499,57250
58113,57000
58114,56850
58114,56700
58371,57200
58628,57700
59840,58900
61052,60100
61841,61000
62631,61900
64262,63350
65893,64800
67349,66500
68805,68200
70540,69650
72275,71100
73228,72150
74181,73200
74502,73400
74824,73600
75175,73850
75526,74100
75509,74050
75492,74000
75456,73800
75421,73600
75275,73450
75128,73300
75036,73250
74943,73200
75037,73400
75131,73600
75378,74050
75624,74500
75696,74050
75767,73600
75754,74300
75741,75000
75190,73950
74639,72900
74233,72450
73826,72000
73327,71600
72829,71200
72243,70350
71658,69500
71365,69250
71071,69000
70750,68700
70429,68400
70327,68200
70225,68000
70218,68250
70210,68500
70540,69100
70869,69700
72022,71200
73176,72700
74812,74250
76448,75800
77571,76650
78694,77500
78508,76750
78322,76000
77432,74750
76542,73500
75414,72300
74286,71100
73121,69900
71956,68700
71201,67600
70445,66500
69606,65650
68766,64800
68642,65200
68518,65600
69421,66800
70324,68000
69804,67750
69284,67500
69161,67250
69037,67900
68291,67100
67544,66300
66467,65400
65390,64500
65335,64850
65280,65200
65280,65100
65280,65000
65119,64400
64959,63800
64168,63000
63378,62200
62962,61900
62546,61600
62274,61450
62002,61300
61936,61100
61870,60900
62039,61400
62209,61900
63194,62750
64179,63600
65149,64650
66119,65700
67964,67550
69810,69400
71315,70950
72819,72500
74417,74000
76015,75500
76795,76400
77574,77300
77805,77150
78035,77000
78311,77150
78586,77300
78549,77250
78511,77200
78465,77100
78419,77000
78097,76650
77776,76300
77684,76100
77592,75900
77625,76100
77658,76300
77907,76750
78156,77200
78171,76700
78186,76200
78105,76700
78023,77200
77439,76000
76854,74800
76308,74200
75761,73600
75193,73050
74624,72500
74050,71950
73476,71400
73045,71150
72614,70900
72309,70550
72004,70200
71825,70000
71645,69800
71572,69850
71499,69900
71631,70350
71763,70800
72916,71950
74069,73100
75318,74500
76566,75900
77455,76700
78343,77500
78051,76950
77758,76400
76743,75350
75728,74300
74492,73150
73257,72000
72069,70750
70882,69500
70007,68550
69133,67600
68126,66750
67119,65900
66974,66100
66830,66300
67461,67150
68092,68000
67546,67700
67000,67400
66722,66600
66443,65100
65714,64350
64986,63600
63810,62500
62635,61400
62551,61750
62466,62100
62122,61950
61778,61800
61547,61050
61316,60300
60425,59450
59534,58600
59105,58050
58675,57500
58292,57250
57910,57000
57738,56650
57566,56300
57702,56750
57837,57200
58689,57950
59541,58700
60349,59650
61157,60600
62701,62200
64245,63800
65589,65200
66932,66600
68264,67800
69595,69000
70444,69800
71293,70600
71604,71050
71916,71500
72283,71800
72650,72100
72639,72050
72628,72000
72637,71950
72647,71900
72526,71700
72405,71500
72294,71350
72183,71200
72343,71350
72502,71500
72808,72050
73113,72600
73218,72300
73323,72000
73182,72650
73042,73300
72394,72000
71746,70700
71224,70100
70702,69500
70053,68850
69404,68200
68738,67650
68073,67100
67664,66750
67255,66400
66897,66000
66538,65600
66339,65250
66141,64900
66004,65000
65867,65100
66108,65600
66350,66100
67460,67400
68569,68700
70124,70050
71679,71400
72682,72300
73685,73200
73608,72650
73531,72100
72676,71150
71820,70200
70696,69000
69572,67800
68503,66850
67434,65900
66580,65150
65726,64400
64934,63650
64142,62900
64001,63150
63860,63400
64725,64300
65590,65200
65157,65100
64724,65000
64578,64400
64432,63600
63833,62800
63234,62000
62083,61100
60932,60200
60904,60550
60875,60900
60782,60850
60689,60800
60549,60200
60409,59600
59617,58800
58825,58000
58496,57550
58166,57100
57777,56850
57388,56600
57331,56400
57274,56200
57409,56650
57543,57100
58611,58100
59678,59100
60555,60100
61432,61100
63291,62850
65150,64600
66696,66100
68241,67600
69711,69100
71182,70600
72065,71400
72947,72200
73061,72400
73175,72600
73558,72700
73941,72800
73996,73050
74051,73300
73933,73150
73816,73000
73719,72800
73623,72600
73531,72400
73439,72200
73473,72450
73506,72700
73617,72850
73728,73000
73693,72500
73658,72000
73659,72750
73660,73500
72930,72300
72199,71100
71674,70600
71148,70100
70561,69450
69975,68800
69363,68350
68751,67900
68399,67600
68048,67300
67673,66900
67298,66500
67158,66350
67017,66200
66975,66200
66934,66200
67237,66650
67541,67100
68497,68580
69454,70060
71053,71495
72653,72930
73575,73675
74498,74420
74223,74080
73949,73740
73018,72800
72087,71860
71090,70580
70092,69300
68912,68200
67731,67100
66813,66315
65896,65530
65057,64540
64219,63550
64142,63635
64065,63720
64886,64715
65707,65710
65184,65415
64660,65120
64501,64410
64342,63000
63628,62300
62913,61600
61786,60750
60660,59900
60623,60050
60585,60200
60366,60100
60147,60000
59927,59400
59707,58800
58970,58000
58234,57200
57817,56750
57400,56300
56917,55850
56433,55400
56426,55400
56418,55400
56603,55900
56789,56400
57739,57250
58689,58100
59579,59000
60468,59900
62243,61600
64017,63300
65385,64750
66753,66200
68408,67750
70062,69300
70828,69950
71593,70600
71778,70850
71963,71100
72297,71350
72630,71600
72772,71700
72914,71800
72822,71650
72731,71500
72626,71300
72521,71100
72444,70950
72367,70800
72391,70550
72415,70300
72569,70550
72722,70800
72659,70400
72596,70000
72483,70550
72370,71100
71586,69700
70802,68300
70187,67800
69573,67300
68908,66600
68244,65900
67607,65300
66970,64700
66536,64350
66102,64000
65809,63700
65517,63400
65288,63050
65059,62700
64962,62900
64866,63100
65124,63600
65383,64100
66420,65300
67458,66500
68888,67900
70319,69300
71262,70100
72206,70900
71900,70500
71594,70100
71051,69250
70508,68400
69573,67400
68639,66400
67754,65500
66869,64600
66099,64000
65328,63400
64698,62800
64069,62200
64224,62550
64380,62900
65213,63750
66046,64600
65650,64450
65253,64300
65042,63600
64831,64000
64322,63450
63813,62900
62593,61950
61373,61000
61281,61100
61189,61200
61021,60950
60853,60700
60544,60150
60235,59600
59444,58800
58653,58000
58102,57450
57551,56900
57133,56550
56714,56200
56560,55950
56405,55700
56436,56050
56467,56400
56874,56600
57280,56800
57637,57350
57995,57900
58739,58700
59484,59500
59896,59850
60309,60200
61290,61150
62271,62100
62801,62750
63331,63400
63837,64000
64343,64600
65073,65050
65803,65500
66322,66000
66841,66500
66942,66350
67043,66200
66730,65750
66416,65300
65925,64750
65434,64200
65271,64100
65108,64000
65144,64300
65179,64600
65401,64200
65623,63800
65549,64450
65474,65100
64427,63100
63380,61100
62408,60350
61437,59600
60741,58950
60045,58300
59309,57650
58572,57000
58200,56700
57828,56400
57392,56000
56956,55600
56819,55500
56682,55400
56825,55550
56968,55700
57391,56700
57814,57700
59065,59300
60316,60900
62178,62800
64040,64700
65275,65850
66510,67000
66734,66800
66958,66600
66712,65850
66465,65100
65757,64350
65049,63600
64377,62950
63706,62300
63338,61700
62970,61100
62365,60550
61761,60000
62132,60650
62503,61300
63662,62600
64821,63900
64628,63950
64435,64000
64404,63500
64373,62200
63723,61550
63074,60900
62151,60000
